PARAM,Date,Value,SYM
1,2018/02/16,8.69,B
1,2018/02/17,8.5,B
1,2018/02/18,8.38,B
1,2018/02/19,8.4,B
1,2018/02/20,8.52,B
1,2018/02/21,8.72,B
1,2018/02/22,8.99,B
1,2018/02/23,9.28,B
1,2018/02/24,9.58,B
1,2018/02/25,9.85,B
1,2018/02/26,10.0,B
1,2018/02/27,10.1,B
1,2018/02/28,10.2,B
1,2018/03/01,10.2,B
1,2018/03/02,10.1,B
1,2018/03/03,9.95,B
1,2018/03/04,9.84,B
1,2018/03/05,10.1,B
1,2018/03/06,10.6,B
1,2018/03/07,11.1,B
1,2018/03/08,11.4,B
1,2018/03/09,11.3,B
1,2018/03/10,11.4,B
1,2018/03/11,11.7,B
1,2018/03/12,11.9,B
1,2018/03/13,11.9,B
1,2018/03/14,11.8,B
1,2018/03/15,11.5,B
1,2018/03/16,11.2,B
1,2018/03/17,10.9,B
1,2018/03/18,10.6,B
1,2018/03/19,10.4,B
1,2018/03/20,10.5,B
1,2018/03/21,10.5,B
1,2018/03/22,10.5,B
1,2018/03/23,10.5,B
1,2018/03/24,10.4,B
1,2018/03/25,10.5,B
1,2018/03/26,10.5,B
1,2018/03/27,10.7,B
1,2018/03/28,10.6,B
1,2018/03/29,10.6,B
1,2018/03/30,10.2,B
1,2018/03/31,9.21,B
1,2018/04/01,10.2,B
1,2018/04/02,11.4,B
1,2018/04/03,11.3,B
1,2018/04/04,11.3,B
1,2018/04/05,11.1,B
1,2018/04/06,10.9,B
1,2018/04/07,11.0,B
1,2018/04/08,11.1,B
1,2018/04/09,11.2,
1,2018/04/10,11.9,
1,2018/04/11,12.3,
1,2018/04/12,12.4,
1,2018/04/13,12.4,
1,2018/04/14,12.2,
1,2018/04/15,12.4,
1,2018/04/16,12.5,
1,2018/04/17,12.5,
1,2018/04/18,12.6,
1,2018/04/19,13.1,
1,2018/04/20,14.2,
1,2018/04/21,15.3,
1,2018/04/22,16.5,
1,2018/04/23,15.9,
1,2018/04/24,16.7,
1,2018/04/25,18.7,
1,2018/04/26,20.4,
1,2018/04/27,23.8,
1,2018/04/28,29.5,
1,2018/04/29,39.6,
1,2018/04/30,44.0,
1,2018/05/01,46.7,
1,2018/05/02,44.2,
1,2018/05/03,45.8,
1,2018/05/04,49.6,
1,2018/05/05,64.9,
1,2018/05/06,78.5,
1,2018/05/07,93.9,
1,2018/05/08,115.0,
1,2018/05/09,141.0,
1,2018/05/10,140.0,
1,2018/05/11,152.0,
1,2018/05/12,157.0,
1,2018/05/13,177.0,
1,2018/05/14,204.0,
1,2018/05/15,251.0,
1,2018/05/16,271.0,
1,2018/05/17,285.0,
1,2018/05/18,263.0,
1,2018/05/19,259.0,
1,2018/05/20,274.0,
1,2018/05/21,270.0,
1,2018/05/22,279.0,
1,2018/05/23,284.0,
1,2018/05/24,321.0,
1,2018/05/25,341.0,
1,2018/05/26,347.0,
1,2018/05/27,317.0,
1,2018/05/28,296.0,
1,2018/05/29,293.0,
1,2018/05/30,249.0,
1,2018/05/31,204.0,
1,2018/06/01,171.0,
1,2018/06/02,151.0,
1,2018/06/03,143.0,
1,2018/06/04,163.0,
1,2018/06/05,161.0,
1,2018/06/06,140.0,
1,2018/06/07,134.0,
1,2018/06/08,154.0,
1,2018/06/09,186.0,
1,2018/06/10,204.0,
1,2018/06/11,180.0,
1,2018/06/12,148.0,
1,2018/06/13,132.0,
1,2018/06/14,126.0,
1,2018/06/15,131.0,
1,2018/06/16,147.0,
1,2018/06/17,153.0,
1,2018/06/18,174.0,
1,2018/06/19,210.0,
1,2018/06/20,240.0,
1,2018/06/21,276.0,
1,2018/06/22,322.0,
1,2018/06/23,318.0,
1,2018/06/24,311.0,
1,2018/06/25,318.0,
1,2018/06/26,314.0,
1,2018/06/27,242.0,
1,2018/06/28,205.0,
1,2018/06/29,187.0,
1,2018/06/30,184.0,
1,2018/07/01,194.0,
1,2018/07/02,188.0,
1,2018/07/03,186.0,
1,2018/07/04,182.0,
1,2018/07/05,186.0,
1,2018/07/06,221.0,
1,2018/07/07,249.0,
1,2018/07/08,244.0,
1,2018/07/09,225.0,
1,2018/07/10,228.0,
1,2018/07/11,229.0,
1,2018/07/12,230.0,
1,2018/07/13,246.0,
1,2018/07/14,278.0,
1,2018/07/15,250.0,
1,2018/07/16,230.0,
1,2018/07/17,241.0,
1,2018/07/18,262.0,
1,2018/07/19,265.0,
1,2018/07/20,262.0,
1,2018/07/21,232.0,
1,2018/07/22,203.0,
1,2018/07/23,200.0,
1,2018/07/24,199.0,
1,2018/07/25,188.0,
1,2018/07/26,188.0,
1,2018/07/27,190.0,
1,2018/07/28,192.0,
1,2018/07/29,198.0,
1,2018/07/30,219.0,
1,2018/07/31,234.0,
1,2018/08/01,240.0,
1,2018/08/02,235.0,
1,2018/08/03,216.0,
1,2018/08/04,188.0,
1,2018/08/05,173.0,
1,2018/08/06,184.0,
1,2018/08/07,192.0,
1,2018/08/08,195.0,
1,2018/08/09,203.0,
1,2018/08/10,228.0,
1,2018/08/11,236.0,
1,2018/08/12,253.0,
1,2018/08/13,216.0,
1,2018/08/14,200.0,
1,2018/08/15,183.0,
1,2018/08/16,191.0,
1,2018/08/17,193.0,
1,2018/08/18,190.0,
1,2018/08/19,157.0,
1,2018/08/20,148.0,
1,2018/08/21,146.0,
1,2018/08/22,150.0,
1,2018/08/23,160.0,
1,2018/08/24,173.0,
1,2018/08/25,140.0,
1,2018/08/26,122.0,
1,2018/08/27,127.0,
1,2018/08/28,109.0,
1,2018/08/29,115.0,
1,2018/08/30,147.0,
1,2018/08/31,123.0,
1,2018/09/01,128.0,A
1,2018/09/02,109.0,
1,2018/09/03,107.0,
1,2018/09/04,102.0,
1,2018/09/05,93.5,
1,2018/09/06,89.1,
1,2018/09/07,90.2,
1,2018/09/08,112.0,
1,2018/09/09,122.0,
1,2018/09/10,111.0,
1,2018/09/11,107.0,
1,2018/09/12,98.4,
1,2018/09/13,97.2,
1,2018/09/14,86.7,
1,2018/09/15,81.0,
1,2018/09/16,76.8,
1,2018/09/17,74.0,
1,2018/09/18,72.6,
1,2018/09/19,67.4,
1,2018/09/20,65.1,
1,2018/09/21,65.4,
1,2018/09/22,68.1,
1,2018/09/23,67.8,
1,2018/09/24,67.2,
1,2018/09/25,64.8,
1,2018/09/26,62.3,
1,2018/09/27,63.1,
1,2018/09/28,63.3,
1,2018/09/29,59.2,
1,2018/09/30,54.5,
1,2018/10/01,55.2,
1,2018/10/02,54.1,
1,2018/10/03,50.6,
1,2018/10/04,50.4,
1,2018/10/05,47.8,
1,2018/10/06,46.4,
1,2018/10/07,45.7,
1,2018/10/08,44.4,
1,2018/10/09,43.2,
1,2018/10/10,41.4,
1,2018/10/11,40.0,
1,2018/10/12,40.6,
1,2018/10/13,40.5,
1,2018/10/14,37.5,
1,2018/10/15,38.1,
1,2018/10/16,36.8,
1,2018/10/17,36.3,
1,2018/10/18,36.5,
1,2018/10/19,36.2,
1,2018/10/20,36.3,
1,2018/10/21,35.6,
1,2018/10/22,34.4,
1,2018/10/23,34.2,
1,2018/10/24,34.9,
1,2018/10/25,35.0,
1,2018/10/26,34.7,
1,2018/10/27,35.7,
1,2018/10/28,34.5,
1,2018/10/29,34.5,
1,2018/10/30,33.9,
1,2018/10/31,33.2,
1,2018/11/01,33.0,
1,2018/11/02,34.1,
1,2018/11/03,34.0,
1,2018/11/04,33.6,
1,2018/11/05,33.3,
1,2018/11/06,31.9,
1,2018/11/07,27.6,B
1,2018/11/08,21.2,B
1,2018/11/09,25.3,B
1,2018/11/10,28.6,B
1,2018/11/11,28.0,B
1,2018/11/12,25.9,B
1,2018/11/13,25.9,B
1,2018/11/14,26.7,B
1,2018/11/15,26.4,B
1,2018/11/16,23.7,B
1,2018/11/17,19.2,B
1,2018/11/18,21.5,B
1,2018/11/19,24.9,B
1,2018/11/20,23.2,B
1,2018/11/21,23.2,B
1,2018/11/22,23.6,B
1,2018/11/23,23.7,B
1,2018/11/24,22.6,B
1,2018/11/25,21.3,B
1,2018/11/26,21.6,B
1,2018/11/27,22.8,B
1,2018/11/28,22.8,B
1,2018/11/29,20.5,B
1,2018/11/30,17.0,B
1,2018/12/01,16.3,B
1,2018/12/02,17.4,B
1,2018/12/03,18.0,B
1,2018/12/04,18.2,B
1,2018/12/05,17.6,B
1,2018/12/06,16.3,B
1,2018/12/07,15.4,B
1,2018/12/08,15.9,B
1,2018/12/09,17.3,B
1,2018/12/10,18.5,B
1,2018/12/11,19.3,B
1,2018/12/12,19.9,B
1,2018/12/13,20.2,B
1,2018/12/14,20.6,B
1,2018/12/15,20.1,B
1,2018/12/16,19.1,B
1,2018/12/17,18.2,B
1,2018/12/18,17.5,B
1,2018/12/19,16.9,B
1,2018/12/20,16.3,B
1,2018/12/21,15.9,B
1,2018/12/22,15.4,B
1,2018/12/23,14.9,B
1,2018/12/24,14.4,B
1,2018/12/25,13.9,B
1,2018/12/26,13.4,B
1,2018/12/27,13.1,B
1,2018/12/28,12.9,B
1,2018/12/29,12.8,B
1,2018/12/30,12.8,B
1,2018/12/31,13.0,B
1,2019/01/01,13.6,B
1,2019/01/02,14.1,B
1,2019/01/03,14.3,B
1,2019/01/04,14.3,B
1,2019/01/05,14.1,B
1,2019/01/06,13.7,B
1,2019/01/07,13.2,B
1,2019/01/08,13.0,B
1,2019/01/09,13.1,B
1,2019/01/10,13.4,B
1,2019/01/11,13.6,B
1,2019/01/12,13.7,B
1,2019/01/13,13.5,B
1,2019/01/14,12.8,B
1,2019/01/15,11.8,B
1,2019/01/16,10.8,B
1,2019/01/17,10.2,B
1,2019/01/18,9.95,B
1,2019/01/19,10.2,B
1,2019/01/20,10.7,B
1,2019/01/21,11.3,B
1,2019/01/22,11.9,B
1,2019/01/23,12.3,B
1,2019/01/24,12.5,B
1,2019/01/25,12.6,B
1,2019/01/26,12.5,B
1,2019/01/27,12.1,B
1,2019/01/28,11.8,B
1,2019/01/29,11.4,B
1,2019/01/30,10.9,B
1,2019/01/31,10.5,B
1,2019/02/01,10.2,B
1,2019/02/02,9.89,B
1,2019/02/03,9.67,B
1,2019/02/04,9.53,B
1,2019/02/05,9.46,B
1,2019/02/06,9.44,B
1,2019/02/07,9.47,B
1,2019/02/08,9.54,B
1,2019/02/09,9.64,B
1,2019/02/10,9.75,B
1,2019/02/11,9.89,B
1,2019/02/12,10.0,B
1,2019/02/13,10.2,B
1,2019/02/14,10.3,B
1,2019/02/15,10.5,B
1,2019/02/16,10.6,B
1,2019/02/17,10.8,B
1,2019/02/18,10.9,B
1,2019/02/19,11.0,B
1,2019/02/20,11.1,B
1,2019/02/21,11.2,B
1,2019/02/22,11.3,B
1,2019/02/23,11.3,B
1,2019/02/24,11.4,B
1,2019/02/25,11.4,B
1,2019/02/26,11.5,B
1,2019/02/27,11.5,B
1,2019/02/28,11.5,B
1,2019/03/01,11.5,B
1,2019/03/02,11.5,B
1,2019/03/03,11.5,B
1,2019/03/04,11.5,B
1,2019/03/05,11.5,B
1,2019/03/06,11.5,B
1,2019/03/07,11.6,B
1,2019/03/08,11.6,B
1,2019/03/09,11.6,B
1,2019/03/10,11.6,B
1,2019/03/11,11.6,B
1,2019/03/12,11.6,B
1,2019/03/13,11.6,B
1,2019/03/14,11.7,B
1,2019/03/15,11.7,B
1,2019/03/16,11.7,B
1,2019/03/17,11.8,B
1,2019/03/18,11.9,B
1,2019/03/19,12.0,B
1,2019/03/20,12.1,B
1,2019/03/21,12.0,B
1,2019/03/22,12.2,B
1,2019/03/23,12.0,B
1,2019/03/24,12.8,B
1,2019/03/25,13.4,B
1,2019/03/26,13.7,
1,2019/03/27,14.0,
1,2019/03/28,13.8,
1,2019/03/29,13.3,
1,2019/03/30,13.7,
1,2019/03/31,14.6,
1,2019/04/01,15.1,
1,2019/04/02,15.2,
1,2019/04/03,15.1,
1,2019/04/04,15.5,
1,2019/04/05,15.9,
1,2019/04/06,16.6,
1,2019/04/07,17.0,
1,2019/04/08,17.1,
1,2019/04/09,17.1,
1,2019/04/10,17.1,
1,2019/04/11,17.3,
1,2019/04/12,16.6,
1,2019/04/13,16.0,
1,2019/04/14,15.6,
1,2019/04/15,15.0,
1,2019/04/16,14.2,
1,2019/04/17,14.3,
1,2019/04/18,14.4,
1,2019/04/19,17.6,
1,2019/04/20,19.9,
1,2019/04/21,17.9,
1,2019/04/22,17.4,
1,2019/04/23,17.8,
1,2019/04/24,18.7,
1,2019/04/25,17.5,
1,2019/04/26,16.8,
1,2019/04/27,17.1,
1,2019/04/28,16.2,
1,2019/04/29,15.7,
1,2019/04/30,15.3,
1,2019/05/01,15.0,
1,2019/05/02,15.1,
1,2019/05/03,15.3,
1,2019/05/04,16.0,
1,2019/05/05,16.6,
1,2019/05/06,17.0,
1,2019/05/07,17.8,
1,2019/05/08,19.2,
1,2019/05/09,21.6,
1,2019/05/10,26.2,
1,2019/05/11,35.6,
1,2019/05/12,59.0,
1,2019/05/13,88.9,
1,2019/05/14,100.0,
1,2019/05/15,103.0,
1,2019/05/16,109.0,
1,2019/05/17,113.0,
1,2019/05/18,124.0,
1,2019/05/19,143.0,
1,2019/05/20,148.0,
1,2019/05/21,144.0,
1,2019/05/22,137.0,
1,2019/05/23,139.0,
1,2019/05/24,154.0,
1,2019/05/25,156.0,
1,2019/05/26,154.0,
1,2019/05/27,175.0,
1,2019/05/28,199.0,
1,2019/05/29,245.0,
1,2019/05/30,292.0,
1,2019/05/31,318.0,
1,2019/06/01,346.0,
1,2019/06/02,379.0,
1,2019/06/03,401.0,
1,2019/06/04,362.0,
1,2019/06/05,270.0,
1,2019/06/06,215.0,
1,2019/06/07,191.0,
1,2019/06/08,163.0,
1,2019/06/09,145.0,
1,2019/06/10,139.0,
1,2019/06/11,145.0,
1,2019/06/12,166.0,
1,2019/06/13,289.0,
1,2019/06/14,371.0,
1,2019/06/15,330.0,
1,2019/06/16,295.0,
1,2019/06/17,285.0,
1,2019/06/18,343.0,
1,2019/06/19,375.0,
1,2019/06/20,325.0,
1,2019/06/21,278.0,
1,2019/06/22,247.0,
1,2019/06/23,274.0,
1,2019/06/24,274.0,
1,2019/06/25,254.0,
1,2019/06/26,250.0,
1,2019/06/27,243.0,
1,2019/06/28,267.0,
1,2019/06/29,268.0,
1,2019/06/30,236.0,
1,2019/07/01,230.0,
1,2019/07/02,285.0,
1,2019/07/03,260.0,
1,2019/07/04,246.0,
1,2019/07/05,237.0,
1,2019/07/06,226.0,
1,2019/07/07,247.0,
1,2019/07/08,254.0,
1,2019/07/09,252.0,
1,2019/07/10,259.0,
1,2019/07/11,326.0,
1,2019/07/12,323.0,
1,2019/07/13,295.0,
1,2019/07/14,292.0,
1,2019/07/15,276.0,
1,2019/07/16,262.0,
1,2019/07/17,250.0,
1,2019/07/18,298.0,
1,2019/07/19,265.0,
1,2019/07/20,231.0,
1,2019/07/21,217.0,
1,2019/07/22,226.0,
1,2019/07/23,249.0,
1,2019/07/24,314.0,
1,2019/07/25,328.0,
1,2019/07/26,266.0,
1,2019/07/27,271.0,
1,2019/07/28,268.0,
1,2019/07/29,228.0,
1,2019/07/30,217.0,
1,2019/07/31,235.0,
1,2019/08/01,232.0,
1,2019/08/02,235.0,
1,2019/08/03,239.0,
1,2019/08/04,209.0,
1,2019/08/05,193.0,
1,2019/08/06,202.0,
1,2019/08/07,226.0,
1,2019/08/08,228.0,
1,2019/08/09,230.0,
1,2019/08/10,220.0,
1,2019/08/11,210.0,
1,2019/08/12,217.0,
1,2019/08/13,229.0,
1,2019/08/14,215.0,
1,2019/08/15,201.0,
1,2019/08/16,216.0,
1,2019/08/17,208.0,
1,2019/08/18,187.0,
1,2019/08/19,223.0,
1,2019/08/20,206.0,
1,2019/08/21,200.0,
1,2019/08/22,216.0,
1,2019/08/23,188.0,
1,2019/08/24,177.0,
1,2019/08/25,174.0,
1,2019/08/26,154.0,
1,2019/08/27,138.0,
1,2019/08/28,144.0,
1,2019/08/29,147.0,
1,2019/08/30,141.0,
1,2019/08/31,149.0,
1,2019/09/01,158.0,
1,2019/09/02,181.0,
1,2019/09/03,174.0,
1,2019/09/04,163.0,
1,2019/09/05,153.0,
1,2019/09/06,145.0,
1,2019/09/07,147.0,
1,2019/09/08,172.0,
1,2019/09/09,181.0,
1,2019/09/10,159.0,
1,2019/09/11,140.0,
1,2019/09/12,130.0,
1,2019/09/13,141.0,
1,2019/09/14,151.0,
1,2019/09/15,164.0,
1,2019/09/16,182.0,
1,2019/09/17,149.0,
1,2019/09/18,132.0,
1,2019/09/19,121.0,
1,2019/09/20,112.0,
1,2019/09/21,107.0,
1,2019/09/22,105.0,
1,2019/09/23,126.0,
1,2019/09/24,129.0,
1,2019/09/25,117.0,
1,2019/09/26,107.0,
1,2019/09/27,100.0,
1,2019/09/28,90.6,
1,2019/09/29,83.2,
1,2019/09/30,78.6,
1,2019/10/01,75.0,
1,2019/10/02,72.3,
1,2019/10/03,69.8,
1,2019/10/04,67.2,
1,2019/10/05,64.2,
1,2019/10/06,61.4,
1,2019/10/07,59.1,B
1,2019/10/08,58.6,B
1,2019/10/09,53.9,B
1,2019/10/10,51.2,B
1,2019/10/11,51.8,B
1,2019/10/12,52.2,B
1,2019/10/13,52.1,B
1,2019/10/14,51.0,B
1,2019/10/15,49.4,
1,2019/10/16,48.4,
1,2019/10/17,50.2,
1,2019/10/18,49.8,
1,2019/10/19,48.3,
1,2019/10/20,45.9,
1,2019/10/21,45.0,
1,2019/10/22,43.8,
1,2019/10/23,42.9,
1,2019/10/24,41.7,
1,2019/10/25,42.0,B
1,2019/10/26,43.6,B
1,2019/10/27,41.4,B
1,2019/10/28,38.0,B
1,2019/10/29,28.2,B
1,2019/10/30,31.4,B
1,2019/10/31,37.3,B
1,2019/11/01,34.4,B
1,2019/11/02,35.0,B
1,2019/11/03,34.4,B
1,2019/11/04,34.3,B
1,2019/11/05,32.5,B
1,2019/11/06,28.3,B
1,2019/11/07,28.2,B
1,2019/11/08,34.8,B
1,2019/11/09,35.1,B
1,2019/11/10,28.6,B
1,2019/11/11,24.5,B
1,2019/11/12,29.9,B
1,2019/11/13,33.6,B
1,2019/11/14,32.1,B
1,2019/11/15,31.3,B
1,2019/11/16,30.9,B
1,2019/11/17,30.1,B
1,2019/11/18,29.5,B
1,2019/11/19,28.8,B
1,2019/11/20,25.5,B
1,2019/11/21,23.2,B
1,2019/11/22,25.3,B
1,2019/11/23,28.0,B
1,2019/11/24,28.0,B
1,2019/11/25,25.2,B
1,2019/11/26,21.3,B
1,2019/11/27,17.2,B
1,2019/11/28,13.9,B
1,2019/11/29,13.0,B
1,2019/11/30,14.3,B
1,2019/12/01,16.4,B
1,2019/12/02,17.9,B
1,2019/12/03,18.8,B
1,2019/12/04,19.2,B
1,2019/12/05,19.3,B
1,2019/12/06,19.1,B
1,2019/12/07,18.8,B
1,2019/12/08,18.6,B
1,2019/12/09,18.5,B
1,2019/12/10,18.4,B
1,2019/12/11,18.4,B
1,2019/12/12,18.3,B
1,2019/12/13,18.3,B
1,2019/12/14,18.3,B
1,2019/12/15,18.4,B
1,2019/12/16,18.4,B
1,2019/12/17,18.4,B
1,2019/12/18,18.4,B
1,2019/12/19,18.4,B
1,2019/12/20,18.4,B
1,2019/12/21,18.4,B
1,2019/12/22,18.4,B
1,2019/12/23,18.5,B
1,2019/12/24,18.5,B
1,2019/12/25,18.4,B
1,2019/12/26,18.4,B
1,2019/12/27,18.5,B
1,2019/12/28,18.5,B
1,2019/12/29,18.6,B
1,2019/12/30,18.8,B
1,2019/12/31,19.0,B
1,2020/01/01,19.3,B
1,2020/01/02,19.5,B
1,2020/01/03,19.7,B
1,2020/01/04,19.8,B
1,2020/01/05,19.9,B
1,2020/01/06,19.8,B
1,2020/01/07,19.5,B
1,2020/01/08,19.0,B
1,2020/01/09,18.4,B
1,2020/01/10,17.7,B
1,2020/01/11,16.9,B
1,2020/01/12,16.4,B
1,2020/01/13,16.0,B
1,2020/01/14,16.0,B
1,2020/01/15,16.5,B
1,2020/01/16,17.3,B
1,2020/01/17,18.3,B
1,2020/01/18,18.9,B
1,2020/01/19,19.2,B
1,2020/01/20,19.3,B
1,2020/01/21,19.2,B
1,2020/01/22,19.0,B
1,2020/01/23,18.8,B
1,2020/01/24,18.6,B
1,2020/01/25,18.4,B
1,2020/01/26,18.3,B
1,2020/01/27,18.1,B
1,2020/01/28,17.9,B
1,2020/01/29,17.7,B
1,2020/01/30,17.5,B
1,2020/01/31,17.2,B
1,2020/02/01,16.8,B
1,2020/02/02,16.3,B
1,2020/02/03,15.9,B
1,2020/02/04,15.6,B
1,2020/02/05,15.4,B
1,2020/02/06,15.3,B
1,2020/02/07,15.2,B
1,2020/02/08,15.0,B
1,2020/02/09,14.9,B
1,2020/02/10,14.8,B
1,2020/02/11,14.7,B
1,2020/02/12,14.5,B
1,2020/02/13,14.4,B
1,2020/02/14,14.2,B
1,2020/02/15,14.0,B
1,2020/02/16,13.9,B
1,2020/02/17,13.8,B
1,2020/02/18,13.9,B
1,2020/02/19,13.1,B
1,2020/02/20,13.2,B
1,2020/02/21,13.7,B
1,2020/02/22,13.4,B
1,2020/02/23,13.1,B
1,2020/02/24,13.0,B
1,2020/02/25,13.1,B
1,2020/02/26,13.1,B
1,2020/02/27,13.1,B
1,2020/02/28,13.1,B
1,2020/02/29,13.0,B
1,2020/03/01,12.8,B
1,2020/03/02,12.7,B
1,2020/03/03,12.5,B
1,2020/03/04,12.5,B
1,2020/03/05,12.5,B
1,2020/03/06,12.8,B
1,2020/03/07,12.9,B
1,2020/03/08,12.1,B
1,2020/03/09,11.9,B
1,2020/03/10,12.2,B
1,2020/03/11,12.3,B
1,2020/03/12,12.5,B
1,2020/03/13,12.3,B
1,2020/03/14,12.4,B
1,2020/03/15,12.6,B
1,2020/03/16,12.6,B
1,2020/03/17,12.6,B
1,2020/03/18,12.3,B
1,2020/03/19,12.0,B
1,2020/03/20,11.5,B
1,2020/03/21,11.4,B
1,2020/03/22,11.5,B
1,2020/03/23,11.6,B
1,2020/03/24,11.7,B
1,2020/03/25,11.6,B
1,2020/03/26,11.5,B
1,2020/03/27,11.5,B
1,2020/03/28,11.7,B
1,2020/03/29,12.1,B
1,2020/03/30,12.2,B
1,2020/03/31,11.4,B
1,2020/04/01,11.4,B
1,2020/04/02,11.0,B
1,2020/04/03,11.2,B
1,2020/04/04,11.5,B
1,2020/04/05,11.0,B
1,2020/04/06,11.2,B
1,2020/04/07,11.2,B
1,2020/04/08,10.8,B
1,2020/04/09,11.3,B
1,2020/04/10,12.2,B
1,2020/04/11,12.1,B
1,2020/04/12,11.5,B
1,2020/04/13,11.2,B
1,2020/04/14,12.5,B
1,2020/04/15,12.8,B
1,2020/04/16,12.2,B
1,2020/04/17,13.5,B
1,2020/04/18,14.5,B
1,2020/04/19,15.6,B
1,2020/04/20,18.4,B
1,2020/04/21,21.4,B
1,2020/04/22,22.8,B
1,2020/04/23,24.8,B
1,2020/04/24,23.4,B
1,2020/04/25,23.3,B
1,2020/04/26,23.5,B
1,2020/04/27,22.5,
1,2020/04/28,22.2,
1,2020/04/29,22.7,
1,2020/04/30,30.1,
1,2020/05/01,37.2,
1,2020/05/02,36.3,
1,2020/05/03,38.7,
1,2020/05/04,37.3,
1,2020/05/05,34.9,
1,2020/05/06,35.6,
1,2020/05/07,38.4,
1,2020/05/08,44.4,
1,2020/05/09,46.3,
1,2020/05/10,46.4,
1,2020/05/11,44.5,
1,2020/05/12,44.4,
1,2020/05/13,43.9,
1,2020/05/14,45.5,
1,2020/05/15,51.0,
1,2020/05/16,59.6,
1,2020/05/17,69.5,
1,2020/05/18,80.4,
1,2020/05/19,94.4,
1,2020/05/20,105.0,
1,2020/05/21,126.0,
1,2020/05/22,144.0,
1,2020/05/23,125.0,
1,2020/05/24,119.0,
1,2020/05/25,123.0,
1,2020/05/26,144.0,
1,2020/05/27,144.0,
1,2020/05/28,129.0,
1,2020/05/29,125.0,
1,2020/05/30,148.0,
1,2020/05/31,237.0,
1,2020/06/01,308.0,
1,2020/06/02,259.0,
1,2020/06/03,223.0,
1,2020/06/04,184.0,
1,2020/06/05,159.0,
1,2020/06/06,162.0,
1,2020/06/07,184.0,
1,2020/06/08,174.0,
1,2020/06/09,155.0,
1,2020/06/10,146.0,
1,2020/06/11,169.0,
1,2020/06/12,212.0,
1,2020/06/13,352.0,
1,2020/06/14,390.0,
1,2020/06/15,344.0,
1,2020/06/16,274.0,
1,2020/06/17,237.0,
1,2020/06/18,221.0,
1,2020/06/19,260.0,
1,2020/06/20,312.0,
1,2020/06/21,349.0,
1,2020/06/22,377.0,
1,2020/06/23,409.0,
1,2020/06/24,539.0,
1,2020/06/25,547.0,
1,2020/06/26,497.0,
1,2020/06/27,540.0,
1,2020/06/28,457.0,
1,2020/06/29,366.0,
1,2020/06/30,337.0,
1,2020/07/01,397.0,
1,2020/07/02,445.0,
1,2020/07/03,383.0,
1,2020/07/04,329.0,
1,2020/07/05,301.0,
1,2020/07/06,297.0,
1,2020/07/07,319.0,
1,2020/07/08,326.0,
1,2020/07/09,326.0,
1,2020/07/10,309.0,
1,2020/07/11,292.0,
1,2020/07/12,329.0,
1,2020/07/13,308.0,
1,2020/07/14,250.0,
1,2020/07/15,240.0,
1,2020/07/16,290.0,
1,2020/07/17,355.0,
1,2020/07/18,323.0,
1,2020/07/19,301.0,
1,2020/07/20,302.0,
1,2020/07/21,303.0,
1,2020/07/22,368.0,
1,2020/07/23,406.0,
1,2020/07/24,443.0,
1,2020/07/25,384.0,
1,2020/07/26,312.0,
1,2020/07/27,293.0,
1,2020/07/28,325.0,
1,2020/07/29,351.0,
1,2020/07/30,344.0,
1,2020/07/31,334.0,
1,2020/08/01,344.0,
1,2020/08/02,365.0,
1,2020/08/03,363.0,
1,2020/08/04,324.0,
1,2020/08/05,292.0,
1,2020/08/06,283.0,
1,2020/08/07,289.0,
1,2020/08/08,245.0,
1,2020/08/09,215.0,
1,2020/08/10,187.0,
1,2020/08/11,182.0,
1,2020/08/12,176.0,
1,2020/08/13,152.0,
1,2020/08/14,141.0,
1,2020/08/15,140.0,
1,2020/08/16,164.0,
1,2020/08/17,193.0,
1,2020/08/18,220.0,
1,2020/08/19,223.0,
1,2020/08/20,199.0,
1,2020/08/21,183.0,
1,2020/08/22,225.0,
1,2020/08/23,205.0,
1,2020/08/24,177.0,
1,2020/08/25,172.0,
1,2020/08/26,150.0,
1,2020/08/27,142.0,
1,2020/08/28,135.0,
1,2020/08/29,139.0,
1,2020/08/30,132.0,
1,2020/08/31,117.0,
1,2020/09/01,111.0,
1,2020/09/02,127.0,
1,2020/09/03,135.0,
1,2020/09/04,123.0,
1,2020/09/05,129.0,
1,2020/09/06,142.0,
1,2020/09/07,162.0,
1,2020/09/08,133.0,
1,2020/09/09,119.0,
1,2020/09/10,118.0,
1,2020/09/11,120.0,
1,2020/09/12,126.0,
1,2020/09/13,125.0,
1,2020/09/14,117.0,
1,2020/09/15,110.0,
1,2020/09/16,104.0,
1,2020/09/17,108.0,
1,2020/09/18,113.0,
1,2020/09/19,112.0,
1,2020/09/20,114.0,
1,2020/09/21,109.0,
1,2020/09/22,100.0,
1,2020/09/23,93.3,
1,2020/09/24,121.0,
1,2020/09/25,120.0,
1,2020/09/26,103.0,
1,2020/09/27,90.4,
1,2020/09/28,80.6,
1,2020/09/29,87.2,
1,2020/09/30,102.0,
1,2020/10/01,101.0,
1,2020/10/02,100.0,
1,2020/10/03,95.0,
1,2020/10/04,93.6,
1,2020/10/05,99.7,
1,2020/10/06,105.0,
1,2020/10/07,112.0,
1,2020/10/08,104.0,
1,2020/10/09,140.0,
1,2020/10/10,155.0,
1,2020/10/11,160.0,
1,2020/10/12,124.0,
1,2020/10/13,107.0,
